time,long,lat,speed
1533397684,-122.03633,37.3689,7.27027027027027
1533397686,-122.03616950138051,37.36887187197607,7.27027027027027
1533397688,-122.03600900282116,37.368843743952134,7.27027027027027
1533397690,-122.03584850432202,37.36881561592821,7.27027027027027
1533397692,-122.03568800588306,37.36878748790427,7.27027027027027
1533397694,-122.03552750750424,37.36875935988034,7.27027027027027
1533397696,-122.03536700918562,37.36873123185641,7.27027027027027
1533397698,-122.03536,37.368730000000006,7.27027027027027
1533397700,-122.0352008976455,37.36869724377032,7.27027027027027
1533397702,-122.03504179536048,37.36866448754064,7.27027027027027
1533397704,-122.03501999999999,37.36866000000001,7.27027027027027
1533397706,-122.0348614696714,37.36862553693992,7.27027027027027
1533397708,-122.03479000000002,37.36861,7.27027027027027
1533397710,-122.03463198032124,37.36857408648461,7.27027027027027
1533397712,-122.03457000000002,37.368559999999995,7.27027027027027
1533397714,-122.03441443111677,37.3685178670226,7.27027027027027
1533397716,-122.03425886232094,37.368475734045184,7.27027027027027
1533397718,-122.03410329361242,37.36843360106778,7.27027027027027
1533397720,-122.03408999999999,37.36843,7.27027027027027
1533397722,-122.03393911963457,37.368378205700424,7.27027027027027
1533397724,-122.03378823937328,37.36832641140083,7.27027027027027
1533397726,-122.0336373592162,37.36827461710126,7.27027027027027
1533397728,-122.03348647916323,37.368222822801656,7.27027027027027
1533397730,-122.03341999999999,37.3682,3.287128712871287
1533397732,-122.03334587143443,37.36819588177972,3.287128712871287
1533397734,-122.03327174287291,37.36819176355944,3.287128712871287
1533397736,-122.03323999999999,37.36819000000001,3.287128712871287
1533397738,-122.03316569055369,37.36819000000492,3.287128712871287
1533397740,-122.03315,37.36819000000001,3.287128712871287
1533397742,-122.03309158884069,37.36822650698641,3.287128712871287
1533397744,-122.03307,37.36824,3.287128712871287
1533397746,-122.0330194758822,37.36828330640048,3.287128712871287
1533397748,-122.03300000000002,37.36830000000001,3.287128712871287
1533397750,-122.03297547122372,37.36835574737201,3.287128712871287
1533397752,-122.03295094242924,37.368411494744,3.287128712871287
1533397754,-122.03292641361642,37.368467242116,3.287128712871287
1533397756,-122.03290188478547,37.368522989488014,3.287128712871287
1533397758,-122.03289,37.368550000000006,3.287128712871287
1533397760,-122.03287073077094,37.368607037456115,3.287128712871287
1533397762,-122.03285146152712,37.368664074912246,3.287128712871287
1533397764,-122.0328321922687,37.36872111236836,3.287128712871287
1533397766,-122.03281292299562,37.368778149824465,3.287128712871287
1533397768,-122.03279365370793,37.36883518728058,3.287128712871287
1533397770,-122.03277438440556,37.36889222473668,3.287128712871287
1533397772,-122.03275511508856,37.3689492621928,3.287128712871287
1533397774,-122.03273584575686,37.3690062996489,3.287128712871287
1533397776,-122.03271657641056,37.36906333710503,3.287128712871287
1533397778,-122.0326973070496,37.369120374561135,3.287128712871287
1533397780,-122.03267803767405,37.36917741201725,3.287128712871287
1533397782,-122.03265876828381,37.369234449473375,3.287128712871287
1533397784,-122.03264,37.36929000000001,3.287128712871287
1533397786,-122.03262035955707,37.36934695746796,3.287128712871287
1533397788,-122.03260071909928,37.36940391493591,3.287128712871287
1533397790,-122.03258107862656,37.36946087240385,3.287128712871287
1533397792,-122.03256143813894,37.369517829871796,3.287128712871287
1533397794,-122.03254179763643,37.36957478733975,3.287128712871287
1533397796,-122.03254,37.369580000000006,3.287128712871287
1533397798,-122.03252154602042,37.36963720753583,3.287128712871287
1533397800,-122.0325030920268,37.36969441507164,3.287128712871287
1533397802,-122.03248463801908,37.36975162260747,3.287128712871287
1533397804,-122.03246618399727,37.36980883014329,3.287128712871287
1533397806,-122.03244772996142,37.3698660376791,3.287128712871287
1533397808,-122.03244,37.36989000000001,3.287128712871287
1533397810,-122.03242077769228,37.369947047528406,3.287128712871287
1533397812,-122.03240155536993,37.37000409505682,3.287128712871287
1533397814,-122.03238233303301,37.37006114258522,3.287128712871287
1533397816,-122.03236311068144,37.37011819011365,3.287128712871287
1533397818,-122.03234388831528,37.370175237642066,3.287128712871287
1533397820,-122.03232466593448,37.37023228517048,3.287128712871287
1533397822,-122.03230544353909,37.37028933269888,3.287128712871287
1533397824,-122.03228622112907,37.370346380227296,3.287128712871287
1533397826,-122.03226699870449,37.37040342775571,3.287128712871287
1533397828,-122.03224777626521,37.37046047528413,3.287128712871287
1533397830,-122.03222855381136,37.37051752281254,3.287128712871287
1533397832,-122.03220933134287,37.37057457034096,3.287128712871287
1533397834,-122.03219010885977,37.37063161786936,3.287128712871287
1533397836,-122.032170886362,37.37068866539777,3.287128712871287
1533397838,-122.03215166384962,37.37074571292618,3.287128712871287
1533397840,-122.03213244132269,37.370802760454595,3.287128712871287
1533397842,-122.03213,37.37081000000001,5.315068493150685
1533397844,-122.0320978002269,37.37090199948939,5.315068493150685
1533397846,-122.03206560041427,37.370993998978776,5.315068493150685
1533397848,-122.03206000000002,37.37101000000001,5.315068493150685
1533397850,-122.0321673295992,37.37096706822342,5.315068493150685
1533397852,-122.03226,37.37093,5.315068493150685
1533397854,-122.03237759955192,37.37091040007598,5.315068493150685
1533397856,-122.03238,37.370909999999995,5.315068493150685
1533397858,-122.03249702266287,37.370931671241934,5.315068493150685
1533397860,-122.03261404535955,37.370953342483865,5.315068493150685
1533397862,-122.03273106809002,37.37097501372582,5.315068493150685
1533397864,-122.03284809085432,37.370996684967736,5.315068493150685
1533397866,-122.03296511365238,37.37101835620968,5.315068493150685
1533397868,-122.03308213648428,37.37104002745161,5.315068493150685
1533397870,-122.03318999999999,37.37106,5.315068493150685
1533397872,-122.03330598999004,37.371084932961715,5.315068493150685
1533397874,-122.0334219800186,37.37110986592343,5.315068493150685
1533397876,-122.03353797008566,37.37113479888513,5.315068493150685
1533397878,-122.03365396019127,37.371159731846866,5.315068493150685
1533397880,-122.03376995033544,37.37118466480858,5.315068493150685
1533397882,-122.0338859405182,37.371209597770296,5.315068493150685
1533397884,-122.03400193073946,37.371234530732025,5.315068493150685
1533397886,-122.03411792099928,37.37125946369374,5.315068493150685
1533397888,-122.03423391129769,37.371284396655454,5.315068493150685
1533397890,-122.03426,37.37129,5.315068493150685
1533397892,-122.03437613434288,37.37131450595504,5.315068493150685
1533397894,-122.03449226872374,37.371339011910074,5.315068493150685
1533397896,-122.03460840314257,37.3713635178651,5.315068493150685
1533397898,-122.03472453759927,37.37138802382013,5.315068493150685
1533397900,-122.034840672094,37.37141252977516,5.315068493150685
1533397902,-122.03495680662658,37.37143703573019,5.315068493150685
1533397904,-122.03507294119714,37.37146154168523,5.315068493150685
1533397906,-122.03518907580565,37.37148604764025,5.315068493150685
1533397908,-122.03530521045208,37.37151055359529,5.315068493150685
1533397910,-122.03535,37.37152,5.315068493150685
1533397912,-122.03546785517693,37.37153860875076,5.315068493150685
