time,longitude,latitude,speed
1533446005,-122.03633,37.3689,7.27027027027027
1533446007,-122.03616950138051,37.36887187197607,7.27027027027027
1533446009,-122.03600900282116,37.368843743952134,7.27027027027027
1533446011,-122.03584850432202,37.36881561592821,7.27027027027027
1533446013,-122.03568800588306,37.36878748790427,7.27027027027027
1533446015,-122.03552750750424,37.36875935988034,7.27027027027027
1533446017,-122.03536700918562,37.36873123185641,7.27027027027027
1533446019,-122.03536,37.368730000000006,7.27027027027027
1533446021,-122.0352008976455,37.36869724377032,7.27027027027027
1533446023,-122.03504179536048,37.36866448754064,7.27027027027027
1533446025,-122.03501999999999,37.36866000000001,7.27027027027027
1533446027,-122.0348614696714,37.36862553693992,7.27027027027027
1533446029,-122.03479000000002,37.36861,7.27027027027027
1533446031,-122.03463198032124,37.36857408648461,7.27027027027027
1533446033,-122.03457000000002,37.368559999999995,7.27027027027027
1533446035,-122.03441443111677,37.3685178670226,7.27027027027027
1533446037,-122.03425886232094,37.368475734045184,7.27027027027027
1533446039,-122.03410329361242,37.36843360106778,7.27027027027027
1533446041,-122.03408999999999,37.36843,7.27027027027027
1533446043,-122.03393911963457,37.368378205700424,7.27027027027027
1533446045,-122.03378823937328,37.36832641140083,7.27027027027027
1533446047,-122.0336373592162,37.36827461710126,7.27027027027027
1533446049,-122.03348647916323,37.368222822801656,7.27027027027027
1533446051,-122.03341999999999,37.3682,3.287128712871287
1533446053,-122.03334587143443,37.36819588177972,3.287128712871287
1533446055,-122.03327174287291,37.36819176355944,3.287128712871287
1533446057,-122.03323999999999,37.36819000000001,3.287128712871287
1533446059,-122.03316569055369,37.36819000000492,3.287128712871287
1533446061,-122.03315,37.36819000000001,3.287128712871287
1533446063,-122.03309158884069,37.36822650698641,3.287128712871287
1533446065,-122.03307,37.36824,3.287128712871287
1533446067,-122.0330194758822,37.36828330640048,3.287128712871287
1533446069,-122.03300000000002,37.36830000000001,3.287128712871287
1533446071,-122.03297547122372,37.36835574737201,3.287128712871287
1533446073,-122.03295094242924,37.368411494744,3.287128712871287
1533446075,-122.03292641361642,37.368467242116,3.287128712871287
1533446077,-122.03290188478547,37.368522989488014,3.287128712871287
1533446079,-122.03289,37.368550000000006,3.287128712871287
1533446081,-122.03287073077094,37.368607037456115,3.287128712871287
1533446083,-122.03285146152712,37.368664074912246,3.287128712871287
1533446085,-122.0328321922687,37.36872111236836,3.287128712871287
1533446087,-122.03281292299562,37.368778149824465,3.287128712871287
1533446089,-122.03279365370793,37.36883518728058,3.287128712871287
1533446091,-122.03277438440556,37.36889222473668,3.287128712871287
1533446093,-122.03275511508856,37.3689492621928,3.287128712871287
1533446095,-122.03273584575686,37.3690062996489,3.287128712871287
1533446097,-122.03271657641056,37.36906333710503,3.287128712871287
1533446099,-122.0326973070496,37.369120374561135,3.287128712871287
1533446101,-122.03267803767405,37.36917741201725,3.287128712871287
1533446103,-122.03265876828381,37.369234449473375,3.287128712871287
1533446105,-122.03264,37.36929000000001,3.287128712871287
1533446107,-122.03262035955707,37.36934695746796,3.287128712871287
1533446109,-122.03260071909928,37.36940391493591,3.287128712871287
1533446111,-122.03258107862656,37.36946087240385,3.287128712871287
1533446113,-122.03256143813894,37.369517829871796,3.287128712871287
1533446115,-122.03254179763643,37.36957478733975,3.287128712871287
1533446117,-122.03254,37.369580000000006,3.287128712871287
1533446119,-122.03252154602042,37.36963720753583,3.287128712871287
1533446121,-122.0325030920268,37.36969441507164,3.287128712871287
1533446123,-122.03248463801908,37.36975162260747,3.287128712871287
1533446125,-122.03246618399727,37.36980883014329,3.287128712871287
1533446127,-122.03244772996142,37.3698660376791,3.287128712871287
1533446129,-122.03244,37.36989000000001,3.287128712871287
1533446131,-122.03242077769228,37.369947047528406,3.287128712871287
1533446133,-122.03240155536993,37.37000409505682,3.287128712871287
1533446135,-122.03238233303301,37.37006114258522,3.287128712871287
1533446137,-122.03236311068144,37.37011819011365,3.287128712871287
1533446139,-122.03234388831528,37.370175237642066,3.287128712871287
1533446141,-122.03232466593448,37.37023228517048,3.287128712871287
1533446143,-122.03230544353909,37.37028933269888,3.287128712871287
1533446145,-122.03228622112907,37.370346380227296,3.287128712871287
1533446147,-122.03226699870449,37.37040342775571,3.287128712871287
1533446149,-122.03224777626521,37.37046047528413,3.287128712871287
1533446151,-122.03222855381136,37.37051752281254,3.287128712871287
1533446153,-122.03220933134287,37.37057457034096,3.287128712871287
1533446155,-122.03219010885977,37.37063161786936,3.287128712871287
1533446157,-122.032170886362,37.37068866539777,3.287128712871287
1533446159,-122.03215166384962,37.37074571292618,3.287128712871287
1533446161,-122.03213244132269,37.370802760454595,3.287128712871287
1533446163,-122.03213,37.37081000000001,5.315068493150685
1533446165,-122.0320978002269,37.37090199948939,5.315068493150685
1533446167,-122.03206560041427,37.370993998978776,5.315068493150685
1533446169,-122.03206000000002,37.37101000000001,5.315068493150685
1533446171,-122.0321673295992,37.37096706822342,5.315068493150685
1533446173,-122.03226,37.37093,5.315068493150685
1533446175,-122.03237759955192,37.37091040007598,5.315068493150685
1533446177,-122.03238,37.370909999999995,5.315068493150685
1533446179,-122.03249702266287,37.370931671241934,5.315068493150685
1533446181,-122.03261404535955,37.370953342483865,5.315068493150685
1533446183,-122.03273106809002,37.37097501372582,5.315068493150685
1533446185,-122.03284809085432,37.370996684967736,5.315068493150685
1533446187,-122.03296511365238,37.37101835620968,5.315068493150685
1533446189,-122.03308213648428,37.37104002745161,5.315068493150685
1533446191,-122.03318999999999,37.37106,5.315068493150685
1533446193,-122.03330598999004,37.371084932961715,5.315068493150685
1533446195,-122.0334219800186,37.37110986592343,5.315068493150685
1533446197,-122.03353797008566,37.37113479888513,5.315068493150685
1533446199,-122.03365396019127,37.371159731846866,5.315068493150685
1533446201,-122.03376995033544,37.37118466480858,5.315068493150685
1533446203,-122.0338859405182,37.371209597770296,5.315068493150685
1533446205,-122.03400193073946,37.371234530732025,5.315068493150685
1533446207,-122.03411792099928,37.37125946369374,5.315068493150685
1533446209,-122.03423391129769,37.371284396655454,5.315068493150685
1533446211,-122.03426,37.37129,5.315068493150685
1533446213,-122.03437613434288,37.37131450595504,5.315068493150685
1533446215,-122.03449226872374,37.371339011910074,5.315068493150685
1533446217,-122.03460840314257,37.3713635178651,5.315068493150685
1533446219,-122.03472453759927,37.37138802382013,5.315068493150685
1533446221,-122.034840672094,37.37141252977516,5.315068493150685
1533446223,-122.03495680662658,37.37143703573019,5.315068493150685
1533446225,-122.03507294119714,37.37146154168523,5.315068493150685
1533446227,-122.03518907580565,37.37148604764025,5.315068493150685
1533446229,-122.03530521045208,37.37151055359529,5.315068493150685
1533446231,-122.03535,37.37152,5.315068493150685
1533446233,-122.03546785517693,37.37153860875076,5.315068493150685
1533446235,-122.03554,37.371550000000006,5.315068493150685
1533446237,-122.03565652540964,37.37157330529386,5.315068493150685
1533446239,-122.03577305085548,37.37159661058772,5.315068493150685
1533446241,-122.03588957633751,37.37161991588156,5.315068493150685
1533446243,-122.03600610185572,37.37164322117541,5.315068493150685
1533446245,-122.03604,37.37165,8.836565096952908
1533446247,-122.03598422668743,37.371802447599904,8.836565096952908
1533446249,-122.03592845326149,37.37195489519981,8.836565096952908
1533446251,-122.03589,37.37206000000001,8.836565096952908
1533446253,-122.03584453130695,37.3722145935889,8.836565096952908
1533446255,-122.03584,37.37223,8.836565096952908
1533446257,-122.03577948024872,37.372381300011114,8.836565096952908
1533446259,-122.0357189603753,37.37253260002222,8.836565096952908
1533446261,-122.03566,37.372679999999995,8.836565096952908
1533446263,-122.03560294456759,37.37283214783653,8.836565096952908
1533446265,-122.03560000000002,37.37284,8.836565096952908
1533446267,-122.03555124625571,37.37299396013706,8.836565096952908
1533446269,-122.03550249241128,37.373147920274135,8.836565096952908
1533446271,-122.0354537384668,37.373301880411184,8.836565096952908
1533446273,-122.03541,37.37344,8.836565096952908
1533446275,-122.03536333088373,37.37359436766054,8.836565096952908
1533446277,-122.03531666167142,37.373748735321065,8.836565096952908
1533446279,-122.03528,37.37387,8.836565096952908
1533446281,-122.03523768425516,37.37402515810132,8.836565096952908
1533446283,-122.0351953684227,37.37418031620264,8.836565096952908
1533446285,-122.03519,37.3742,8.836565096952908
1533446287,-122.03513884424177,37.374353467330906,8.836565096952908
1533446289,-122.03513,37.37438,8.836565096952908
1533446291,-122.03508137297848,37.37453398564442,8.836565096952908
1533446293,-122.03506999999999,37.37457000000001,8.836565096952908
1533446295,-122.03502167233864,37.37472404517443,8.836565096952908
1533446297,-122.03497334457802,37.37487809034886,8.836565096952908
1533446299,-122.03492501671808,37.375032135523284,8.836565096952908
1533446301,-122.03491,37.37508,8.836565096952908
1533446303,-122.0348594743611,37.37523359922643,8.836565096952908
1533446305,-122.03480894861877,37.375387198452884,8.836565096952908
1533446307,-122.03475842277294,37.37554079767933,8.836565096952908
1533446309,-122.03470789682363,37.37569439690577,8.836565096952908
1533446311,-122.03466000000002,37.37584,8.836565096952908
1533446313,-122.03461076373623,37.375993863527945,8.836565096952908
1533446315,-122.03458,37.37609000000001,8.836565096952908
1533446317,-122.03452604887724,37.376242861910896,8.836565096952908
1533446319,-122.03447209764454,37.37639572382179,8.836565096952908
1533446321,-122.03446,37.376430000000006,8.836565096952908
1533446323,-122.03440884428056,37.37658346765922,8.836565096952908
1533446325,-122.03435768845644,37.37673693531843,8.836565096952908
1533446327,-122.03433,37.37682,8.836565096952908
1533446329,-122.03426178558071,37.376969219468045,8.836565096952908
1533446331,-122.0341935710257,37.37711843893611,8.836565096952908
1533446333,-122.03416999999999,37.37717,8.836565096952908
1533446335,-122.034093484265,37.377316655335704,8.836565096952908
1533446337,-122.03405,37.3774,8.836565096952908
1533446339,-122.03400184980849,37.37755408062536,8.836565096952908
1533446341,-122.03399999999999,37.377559999999995,8.836565096952908
1533446343,-122.03394758955505,37.37771320024268,8.836565096952908
1533446345,-122.03389517900295,37.37786640048536,8.836565096952908
1533446347,-122.03387,37.37794,8.836565096952908
1533446349,-122.03382254852664,37.37809421751252,8.836565096952908
1533446351,-122.03379,37.3782,8.836565096952908
1533446353,-122.03375599072571,37.378356443304526,8.836565096952908
1533446355,-122.03372198138044,37.37851288660904,8.836565096952908
1533446357,-122.03368999999999,37.378659999999996,8.836565096952908
1533446359,-122.03366029810276,37.378816996193606,8.836565096952908
1533446361,-122.03363059614328,37.378973992387216,8.836565096952908
1533446363,-122.03362,37.37903,8.836565096952908
1533446365,-122.03358758819401,37.379186657344796,8.836565096952908
1533446367,-122.03356,37.37932,8.836565096952908
1533446369,-122.03352357676698,37.379476099874786,8.836565096952908
1533446371,-122.03349,37.37962,8.836565096952908
1533446373,-122.03344508801605,37.379774697162595,8.836565096952908
1533446375,-122.0334001759394,37.37992939432515,8.836565096952908
1533446377,-122.0334,37.37993,8.836565096952908
1533446379,-122.03335576570578,37.38008482044318,8.836565096952908
1533446381,-122.03331153132022,37.38023964088636,8.836565096952908
1533446383,-122.0333,37.380280000000006,8.836565096952908
1533446385,-122.03324814234907,37.380433319388096,8.836565096952908
1533446387,-122.03319628459208,37.38058663877619,8.836565096952908
1533446389,-122.03314442672905,37.380739958164256,8.836565096952908
1533446391,-122.03309256876005,37.380893277552346,8.836565096952908
1533446393,-122.03307,37.380959999999995,8.836565096952908
1533446395,-122.03301844324268,37.381113383548985,8.836565096952908
1533446397,-122.03296688637987,37.38126676709797,8.836565096952908
1533446399,-122.03291532941161,37.38142015064695,8.836565096952908
1533446401,-122.03286377233792,37.38157353419594,8.836565096952908
1533446403,-122.03281221515873,37.38172691774493,8.836565096952908
1533446405,-122.03276065787412,37.38188030129392,8.836565096952908
1533446407,-122.03270910048407,37.382033684842895,8.836565096952908
1533446409,-122.03267,37.38215,8.836565096952908
1533446411,-122.03261234258957,37.38230200619267,8.836565096952908
1533446413,-122.03256,37.38244,8.836565096952908
1533446415,-122.0325073547603,37.38259315014174,8.836565096952908
1533446417,-122.03245470941307,37.38274630028347,8.836565096952908
1533446419,-122.03245,37.38276000000001,8.836565096952908
1533446421,-122.03239924995769,37.38291355358447,8.836565096952908
1533446423,-122.0323484998114,37.383067107168934,8.836565096952908
1533446425,-122.0322977495613,37.383220660753395,8.836565096952908
1533446427,-122.03224699920722,37.383374214337856,8.836565096952908
1533446429,-122.0321962487492,37.38352776792233,8.836565096952908
1533446431,-122.03214549818728,37.38368132150679,8.836565096952908
1533446433,-122.0320947475214,37.38383487509126,8.836565096952908
1533446435,-122.03206000000002,37.38394,8.836565096952908
1533446437,-122.03201076341328,37.38409386453722,8.836565096952908
1533446439,-122.03198,37.38419,8.836565096952908
1533446441,-122.03192884383465,37.38434346867951,8.836565096952908
1533446443,-122.0319,37.38443,8.836565096952908
