time,longitude,latitude,speed
1533462112,-122.03633,37.3689,7.27027027027027
1533462114,-122.03616950138051,37.36887187197607,7.27027027027027
1533462116,-122.03600900282116,37.368843743952134,7.27027027027027
1533462118,-122.03584850432202,37.36881561592821,7.27027027027027
1533462120,-122.03568800588306,37.36878748790427,7.27027027027027
1533462122,-122.03552750750424,37.36875935988034,7.27027027027027
1533462124,-122.03536700918562,37.36873123185641,7.27027027027027
1533462126,-122.03536,37.368730000000006,7.27027027027027
1533462128,-122.0352008976455,37.36869724377032,7.27027027027027
1533462130,-122.03504179536048,37.36866448754064,7.27027027027027
1533462132,-122.03501999999999,37.36866000000001,7.27027027027027
1533462134,-122.0348614696714,37.36862553693992,7.27027027027027
1533462136,-122.03479000000002,37.36861,7.27027027027027
1533462138,-122.03463198032124,37.36857408648461,7.27027027027027
1533462140,-122.03457000000002,37.368559999999995,7.27027027027027
1533462142,-122.03441443111677,37.3685178670226,7.27027027027027
1533462144,-122.03425886232094,37.368475734045184,7.27027027027027
1533462146,-122.03410329361242,37.36843360106778,7.27027027027027
1533462148,-122.03408999999999,37.36843,7.27027027027027
1533462150,-122.03393911963457,37.368378205700424,7.27027027027027
1533462152,-122.03378823937328,37.36832641140083,7.27027027027027
1533462154,-122.0336373592162,37.36827461710126,7.27027027027027
1533462156,-122.03348647916323,37.368222822801656,7.27027027027027
1533462158,-122.03341999999999,37.3682,3.287128712871287
1533462160,-122.03334587143443,37.36819588177972,3.287128712871287
1533462162,-122.03327174287291,37.36819176355944,3.287128712871287
1533462164,-122.03323999999999,37.36819000000001,3.287128712871287
1533462166,-122.03316569055369,37.36819000000492,3.287128712871287
1533462168,-122.03315,37.36819000000001,3.287128712871287
1533462170,-122.03309158884069,37.36822650698641,3.287128712871287
1533462172,-122.03307,37.36824,3.287128712871287
1533462174,-122.0330194758822,37.36828330640048,3.287128712871287
1533462176,-122.03300000000002,37.36830000000001,3.287128712871287
1533462178,-122.03297547122372,37.36835574737201,3.287128712871287
1533462180,-122.03295094242924,37.368411494744,3.287128712871287
1533462182,-122.03292641361642,37.368467242116,3.287128712871287
1533462184,-122.03290188478547,37.368522989488014,3.287128712871287
1533462186,-122.03289,37.368550000000006,3.287128712871287
1533462188,-122.03287073077094,37.368607037456115,3.287128712871287
